smCenterCompoundID	smCenterSampleID	smLincsID	previousSmLincsID
BRD-K25864174	BRD-K25864174-001-05-4	LSM-44065	LSM-24573
BRD-K00582136	BRD-K00582136-001-07-4	LSM-44066	LSM-24579
BRD-K17350502	BRD-K17350502-001-05-7	LSM-44067	LSM-24596
BRD-K99205029	BRD-K99205029-001-05-8	LSM-44068	LSM-24599
BRD-K74823502	BRD-K74823502-001-05-3	LSM-44069	LSM-24602
BRD-K87194190	BRD-K87194190-001-05-1	LSM-44070	LSM-24616
BRD-K65708956	BRD-K65708956-001-07-4	LSM-44071	LSM-24632
BRD-K83523806	BRD-K83523806-001-06-9	LSM-44072	LSM-24640
BRD-K08667579	BRD-K08667579-001-05-3	LSM-44073	LSM-24643
BRD-A94736485	BRD-A94736485-001-07-2	LSM-44074	LSM-24649
BRD-K28099217	BRD-K28099217-001-06-1	LSM-44075	LSM-24658
BRD-K96256403	BRD-K96256403-001-02-7	LSM-44076	LSM-24935
BRD-K80946661	BRD-K80946661-001-02-8	LSM-44077	LSM-24945
BRD-K87194840	BRD-K87194840-001-03-0	LSM-44078	LSM-24949
BRD-K97602563	BRD-K97602563-001-02-7	LSM-44079	LSM-24952
BRD-K81836716	BRD-K81836716-001-01-7	LSM-44080	LSM-24955
BRD-K94645280	BRD-K94645280-001-02-1	LSM-44081	LSM-24964
BRD-K94883909	BRD-K94883909-001-01-1	LSM-44082	LSM-24967
BRD-K90214371	BRD-K90214371-001-02-0	LSM-44083	LSM-24969
BRD-K92006759	BRD-K92006759-001-02-0	LSM-44084	LSM-24976
BRD-K87817668	BRD-K87817668-001-02-7	LSM-44085	LSM-24991
BRD-K05837079	BRD-K05837079-001-01-9	LSM-44086	LSM-25308
BRD-K58843485	BRD-K58843485-001-01-1	LSM-44087	LSM-25309
BRD-K91459693	BRD-K91459693-001-01-3	LSM-44088	LSM-25314
BRD-K70357895	BRD-K70357895-001-01-0	LSM-44089	LSM-25330
BRD-K31994521	BRD-K31994521-001-01-0	LSM-44090	LSM-25332
BRD-K65987370	BRD-K65987370-001-01-5	LSM-44091	LSM-25340
BRD-K61486072	BRD-K61486072-001-01-3	LSM-44092	LSM-25341
BRD-K36219645	BRD-K36219645-001-02-6	LSM-44093	LSM-25344
BRD-K52441396	BRD-K52441396-001-01-8	LSM-44094	LSM-25358
BRD-K51697562	BRD-K51697562-001-01-4	LSM-44095	LSM-25373
BRD-K47498351	BRD-K47498351-001-01-9	LSM-44096	LSM-25381
BRD-K56691168	BRD-K56691168-001-01-0	LSM-44097	LSM-25384
BRD-K24722502	BRD-K24722502-001-01-7	LSM-44098	LSM-25387
BRD-K43289649	BRD-K43289649-001-01-8	LSM-44099	LSM-25401
BRD-K94521090	BRD-K94521090-001-01-6	LSM-44100	LSM-25403
BRD-K79885457	BRD-K79885457-001-01-1	LSM-44101	LSM-25419
BRD-K91671568	BRD-K91671568-001-01-5	LSM-44102	LSM-25427
BRD-K20644549	BRD-K20644549-001-01-2	LSM-44103	LSM-25428
BRD-K68364310	BRD-K68364310-001-01-7	LSM-44104	LSM-25429
BRD-K93561942	BRD-K93561942-001-02-1	LSM-44105	LSM-25439
BRD-K57075511	BRD-K57075511-001-01-9	LSM-44106	LSM-25443
BRD-K12517207	BRD-K12517207-001-01-3	LSM-44107	LSM-25452
BRD-K44265418	BRD-K44265418-001-01-6	LSM-44108	LSM-25489
BRD-K26443253	BRD-K26443253-001-01-9	LSM-44109	LSM-25493
BRD-K21743103	BRD-K21743103-001-01-9	LSM-44110	LSM-25515
BRD-K49656278	BRD-K49656278-001-01-0	LSM-44111	LSM-25525
BRD-K60044070	BRD-K60044070-001-01-3	LSM-44112	LSM-25526
BRD-K37770214	BRD-K37770214-001-01-0	LSM-44113	LSM-25528
BRD-K09160804	BRD-K09160804-001-01-4	LSM-44114	LSM-25537
BRD-K62007935	BRD-K62007935-001-01-3	LSM-44115	LSM-25544
BRD-K61505971	BRD-K61505971-001-01-2	LSM-44116	LSM-25552
BRD-K37803976	BRD-K37803976-001-01-7	LSM-44117	LSM-25554
BRD-K97731768	BRD-K97731768-001-01-9	LSM-44118	LSM-25555
BRD-K05041765	BRD-K05041765-001-01-7	LSM-44119	LSM-25565
BRD-K31624501	BRD-K31624501-001-01-7	LSM-44120	LSM-25575
BRD-K52075209	BRD-K52075209-001-01-1	LSM-44121	LSM-25589
BRD-K40126748	BRD-K40126748-001-01-5	LSM-44122	LSM-25594
BRD-K52094743	BRD-K52094743-001-01-5	LSM-44123	LSM-25598
BRD-K63758740	BRD-K63758740-001-02-3	LSM-44124	LSM-25612
BRD-K65207153	BRD-K65207153-001-02-9	LSM-44125	LSM-25623
BRD-K66295376	BRD-K66295376-001-02-4	LSM-44126	LSM-25649
BRD-K77817104	BRD-K77817104-001-01-3	LSM-44127	LSM-25657
BRD-K71198913	BRD-K71198913-001-02-3	LSM-44128	LSM-25661
BRD-K64729807	BRD-K64729807-001-02-3	LSM-44129	LSM-25667
BRD-A71402194	BRD-A71402194-001-07-0	LSM-44130	LSM-25670
BRD-K16791875	BRD-K16791875-001-05-2	LSM-44131	LSM-25680
BRD-K46786099	BRD-K46786099-001-05-6	LSM-44132	LSM-25687
BRD-A22840179	BRD-A22840179-001-05-4	LSM-44133	LSM-25704
BRD-K69203373	BRD-K69203373-001-05-1	LSM-44134	LSM-25711
BRD-K80164063	BRD-K80164063-001-05-5	LSM-44135	LSM-25718
BRD-K37239108	BRD-K37239108-001-06-4	LSM-44136	LSM-25720
BRD-K18483075	BRD-K18483075-001-05-2	LSM-44137	LSM-25740
BRD-K85671602	BRD-K85671602-001-06-0	LSM-44138	LSM-25772
BRD-K45481296	BRD-K45481296-001-05-6	LSM-44139	LSM-25774
BRD-K39566703	BRD-K39566703-001-05-9	LSM-44140	LSM-25782
BRD-K88715136	BRD-K88715136-001-06-7	LSM-44141	LSM-25797
BRD-A17756301	BRD-A17756301-001-05-0	LSM-44142	LSM-25837
BRD-K36511139	BRD-K36511139-001-05-2	LSM-44143	LSM-25841
BRD-K67649668	BRD-K67649668-001-05-1	LSM-44144	LSM-25885
BRD-K77315003	BRD-K77315003-001-05-1	LSM-44145	LSM-25897
BRD-K84707708	BRD-K84707708-001-05-8	LSM-44146	LSM-25904
BRD-K07254242	BRD-K07254242-001-05-8	LSM-44147	LSM-25927
BRD-K52527039	BRD-K52527039-001-05-8	LSM-44148	LSM-25944
BRD-K85470517	BRD-K85470517-001-05-3	LSM-44149	LSM-25953
BRD-K29326308	BRD-K29326308-001-06-7	LSM-44150	LSM-25972
BRD-K31350144	BRD-K31350144-001-06-1	LSM-44151	LSM-25982
BRD-K53667631	BRD-K53667631-001-05-3	LSM-44152	LSM-25983
BRD-K66028208	BRD-K66028208-001-05-6	LSM-44153	LSM-25998
BRD-K98065297	BRD-K98065297-001-06-0	LSM-44154	LSM-26017
BRD-K94540066	BRD-K94540066-001-05-7	LSM-44155	LSM-26019
BRD-K64483217	BRD-K64483217-001-05-4	LSM-44156	LSM-26061
BRD-K23568283	BRD-K23568283-001-06-9	LSM-44157	LSM-26080
BRD-K04781025	BRD-K04781025-001-06-4	LSM-44158	LSM-26086
BRD-K60277684	BRD-K60277684-001-12-4	LSM-44159	LSM-26089
BRD-A09839523	BRD-A09839523-001-05-6	LSM-44160	LSM-26101
BRD-K92282284	BRD-K92282284-001-05-4	LSM-44161	LSM-26140
BRD-K10810958	BRD-K10810958-001-05-6	LSM-44162	LSM-26189
BRD-K90976916	BRD-K90976916-001-05-9	LSM-44163	LSM-26190
BRD-K75200342	BRD-K75200342-001-05-7	LSM-44164	LSM-26216
BRD-K45599961	BRD-K45599961-001-04-2	LSM-44165	LSM-26232
BRD-K87573578	BRD-K87573578-001-05-8	LSM-44166	LSM-26259
BRD-K82779934	BRD-K82779934-001-01-4	LSM-44167	LSM-26278
BRD-K80031845	BRD-K80031845-001-05-1	LSM-44168	LSM-26288
BRD-K78037786	BRD-K78037786-001-05-3	LSM-44169	LSM-26299
BRD-K36858276	BRD-K36858276-001-05-0	LSM-44170	LSM-26370
BRD-K08831457	BRD-K08831457-001-05-2	LSM-44171	LSM-26375
BRD-K26516932	BRD-K26516932-001-05-2	LSM-44172	LSM-26390
BRD-K89426642	BRD-K89426642-001-05-9	LSM-44173	LSM-26394
BRD-K32531300	BRD-K32531300-001-05-7	LSM-44174	LSM-26395
BRD-K05464415	BRD-K05464415-001-05-6	LSM-44175	LSM-26412
BRD-K88687273	BRD-K88687273-001-05-3	LSM-44176	LSM-26419
BRD-K67332226	BRD-K67332226-001-05-9	LSM-44177	LSM-26421
BRD-K50993082	BRD-K50993082-001-05-0	LSM-44178	LSM-26455
BRD-K94506757	BRD-K94506757-001-05-2	LSM-44179	LSM-26457
BRD-K83654012	BRD-K83654012-001-06-2	LSM-44180	LSM-26459
BRD-K51475173	BRD-K51475173-001-05-7	LSM-44181	LSM-26472
BRD-K79005256	BRD-K79005256-001-06-8	LSM-44182	LSM-26493
BRD-K27616003	BRD-K27616003-001-07-9	LSM-44183	LSM-26502
BRD-K27616003	BRD-K27616003-001-08-7	LSM-44183	LSM-26502
BRD-K92201676	BRD-K92201676-001-05-0	LSM-44184	LSM-26509
BRD-K36071816	BRD-K36071816-001-06-5	LSM-44185	LSM-26540
BRD-K21570970	BRD-K21570970-001-06-5	LSM-44186	LSM-26559
BRD-K86963651	BRD-K86963651-001-05-2	LSM-44187	LSM-26568
BRD-K03756240	BRD-K03756240-001-06-6	LSM-44188	LSM-26577
BRD-K76543697	BRD-K76543697-001-05-0	LSM-44189	LSM-26930
BRD-K04725393	BRD-K04725393-001-07-3	LSM-44190	LSM-26939
BRD-K01534436	BRD-K01534436-001-06-3	LSM-44191	LSM-26973
BRD-K58688519	BRD-K58688519-001-05-1	LSM-44192	LSM-26978
BRD-K54686062	BRD-K54686062-001-06-8	LSM-44193	LSM-26987
BRD-A33596659	BRD-A33596659-001-07-4	LSM-44194	LSM-27035
BRD-K79678951	BRD-K79678951-001-07-8	LSM-44195	LSM-27036
BRD-K57096799	BRD-K57096799-001-06-7	LSM-44196	LSM-27067
BRD-K34297711	BRD-K34297711-001-05-6	LSM-44197	LSM-27078
BRD-A71962374	BRD-A71962374-001-05-9	LSM-44198	LSM-27084
BRD-K45062933	BRD-K45062933-001-05-3	LSM-44199	LSM-27093
BRD-K40917447	BRD-K40917447-001-07-8	LSM-44200	LSM-27115
BRD-A91891312	BRD-A91891312-001-05-1	LSM-44201	LSM-27136
BRD-K86586698	BRD-K86586698-001-05-6	LSM-44202	LSM-27138
BRD-A90289676	BRD-A90289676-001-05-9	LSM-44203	LSM-27147
BRD-K76197651	BRD-K76197651-001-05-9	LSM-44204	LSM-27153
BRD-K60780031	BRD-K60780031-001-06-9	LSM-44205	LSM-27162
BRD-K65626032	BRD-K65626032-001-04-3	LSM-44206	LSM-27164
BRD-K00502656	BRD-K00502656-001-05-6	LSM-44207	LSM-27200
BRD-K40455506	BRD-K40455506-001-05-1	LSM-44208	LSM-27535
BRD-K40599163	BRD-K40599163-001-06-8	LSM-44209	LSM-27539
BRD-K26715984	BRD-K26715984-001-05-7	LSM-44210	LSM-27579
BRD-K51679460	BRD-K51679460-001-05-6	LSM-44211	LSM-27587
BRD-K09665624	BRD-K09665624-001-05-1	LSM-44212	LSM-27589
BRD-K85063951	BRD-K85063951-001-06-7	LSM-44213	LSM-27593
BRD-K07985176	BRD-K07985176-001-05-7	LSM-44214	LSM-27606
BRD-K75593789	BRD-K75593789-001-05-5	LSM-44215	LSM-27612
BRD-K84810548	BRD-K84810548-001-03-9	LSM-44216	LSM-27617
BRD-K40891589	BRD-K40891589-001-05-7	LSM-44217	LSM-27634
BRD-K76445846	BRD-K76445846-001-05-8	LSM-44218	LSM-27642
BRD-K67064288	BRD-K67064288-001-05-3	LSM-44219	LSM-27659
BRD-K50424014	BRD-K50424014-001-05-9	LSM-44220	LSM-27666
BRD-K07562941	BRD-K07562941-001-05-8	LSM-44221	LSM-27699
BRD-K98660933	BRD-K98660933-001-05-0	LSM-44222	LSM-27719
BRD-K35991078	BRD-K35991078-001-06-8	LSM-44223	LSM-27732
BRD-K01565214	BRD-K01565214-001-05-7	LSM-44224	LSM-27742
BRD-K60183631	BRD-K60183631-001-03-7	LSM-44225	LSM-27795
BRD-K21691341	BRD-K21691341-001-05-3	LSM-44226	LSM-27818
BRD-A55033239	BRD-A55033239-001-05-4	LSM-44227	LSM-27824
BRD-K86738897	BRD-K86738897-001-06-0	LSM-44228	LSM-27831
BRD-K55604008	BRD-K55604008-001-05-9	LSM-44229	LSM-27848
BRD-K63499694	BRD-K63499694-001-05-3	LSM-44230	LSM-27856
BRD-K10809028	BRD-K10809028-001-06-2	LSM-44231	LSM-27861
BRD-K63948827	BRD-K63948827-001-05-9	LSM-44232	LSM-27864
BRD-K93402858	BRD-K93402858-001-07-9	LSM-44233	LSM-27873
BRD-K42762874	BRD-K42762874-001-05-2	LSM-44234	LSM-27900
BRD-K03571922	BRD-K03571922-001-05-6	LSM-44235	LSM-27902
BRD-K89017236	BRD-K89017236-001-05-8	LSM-44236	LSM-27907
BRD-K34142974	BRD-K34142974-001-05-6	LSM-44237	LSM-27918
BRD-K39349294	BRD-K39349294-001-05-5	LSM-44238	LSM-27924
BRD-K81227299	BRD-K81227299-001-05-5	LSM-44239	LSM-27931
BRD-K97241521	BRD-K97241521-001-06-6	LSM-44240	LSM-27932
BRD-K96248317	BRD-K96248317-001-05-2	LSM-44241	LSM-27956
BRD-K33421056	BRD-K33421056-001-06-4	LSM-44242	LSM-27970
BRD-K55501011	BRD-K55501011-001-05-2	LSM-44243	LSM-27997
BRD-K43991526	BRD-K43991526-001-07-4	LSM-44244	LSM-28009
BRD-K60036355	BRD-K60036355-001-06-4	LSM-44245	LSM-28011
BRD-K13480833	BRD-K13480833-001-05-6	LSM-44246	LSM-28022
BRD-K86784336	BRD-K86784336-001-05-5	LSM-44247	LSM-28039
BRD-K57826568	BRD-K57826568-001-06-6	LSM-44248	LSM-28053
BRD-K17024845	BRD-K17024845-001-06-2	LSM-44249	LSM-28056
BRD-K57196907	BRD-K57196907-001-06-4	LSM-44250	LSM-28065
BRD-K75571204	BRD-K75571204-001-05-8	LSM-44251	LSM-28077
BRD-K97213975	BRD-K97213975-001-05-8	LSM-44252	LSM-28084
BRD-A22290997	BRD-A22290997-001-05-2	LSM-44253	LSM-28109
BRD-K97301290	BRD-K97301290-001-01-8	LSM-44254	LSM-28114
BRD-K80132640	BRD-K80132640-001-05-4	LSM-44255	LSM-28144
BRD-K90364292	BRD-K90364292-001-05-2	LSM-44256	LSM-28176
BRD-K59770045	BRD-K59770045-001-05-9	LSM-44257	LSM-28206
BRD-K24778510	BRD-K24778510-001-05-0	LSM-44258	LSM-28212
BRD-K05789599	BRD-K05789599-001-11-2	LSM-44259	LSM-28219
BRD-K66317793	BRD-K66317793-001-05-4	LSM-44260	LSM-28233
BRD-K63363121	BRD-K63363121-001-05-4	LSM-44261	LSM-28239
BRD-A17550915	BRD-A17550915-001-05-5	LSM-44262	LSM-28269
BRD-K17614275	BRD-K17614275-001-05-1	LSM-44263	LSM-28271
BRD-K18494151	BRD-K18494151-001-05-6	LSM-44264	LSM-28288
BRD-K07376515	BRD-K07376515-001-05-9	LSM-44265	LSM-28291
BRD-K87015873	BRD-K87015873-001-05-2	LSM-44266	LSM-28299
BRD-K11659036	BRD-K11659036-001-05-2	LSM-44267	LSM-28304
BRD-A37220162	BRD-A37220162-001-05-1	LSM-44268	LSM-28325
BRD-K18583604	BRD-K18583604-001-05-9	LSM-44269	LSM-28327
BRD-K69361607	BRD-K69361607-001-05-5	LSM-44270	LSM-28356
BRD-K53087498	BRD-K53087498-001-06-4	LSM-44271	LSM-28365
BRD-K52531882	BRD-K52531882-001-05-8	LSM-44272	LSM-28379
BRD-K74558312	BRD-K74558312-001-06-3	LSM-44273	LSM-28380
BRD-K16719968	BRD-K16719968-001-11-9	LSM-44274	LSM-28396
BRD-A81272231	BRD-A81272231-001-06-2	LSM-44275	LSM-28414
BRD-K87186428	BRD-K87186428-001-05-1	LSM-44276	LSM-28449
BRD-K43899753	BRD-K43899753-001-05-7	LSM-44277	LSM-28484
BRD-K93689376	BRD-K93689376-001-05-8	LSM-44278	LSM-28500
BRD-K79741021	BRD-K79741021-001-05-4	LSM-44279	LSM-28508
BRD-K56604379	BRD-K56604379-001-05-9	LSM-44280	LSM-28514
BRD-K16321257	BRD-K16321257-001-05-6	LSM-44281	LSM-28515
BRD-K90839997	BRD-K90839997-001-06-9	LSM-44282	LSM-28529
BRD-K86088195	BRD-K86088195-001-05-1	LSM-44283	LSM-28566
BRD-K14612372	BRD-K14612372-001-06-8	LSM-44284	LSM-28575
BRD-K97970672	BRD-K97970672-001-05-9	LSM-44285	LSM-28578
BRD-K87656666	BRD-K87656666-001-05-4	LSM-44286	LSM-28615
BRD-K06797333	BRD-K06797333-001-05-7	LSM-44287	LSM-28621
BRD-A64476468	BRD-A64476468-001-06-4	LSM-44288	LSM-28624
BRD-K69809112	BRD-K69809112-001-05-1	LSM-44289	LSM-28654
BRD-K40164621	BRD-K40164621-001-06-7	LSM-44290	LSM-28656
BRD-K00395711	BRD-K00395711-001-06-6	LSM-44291	LSM-28664
BRD-K24743564	BRD-K24743564-001-06-7	LSM-44292	LSM-28666
BRD-K76679313	BRD-K76679313-001-05-6	LSM-44293	LSM-28679
BRD-K08453351	BRD-K08453351-001-05-2	LSM-44294	LSM-28690
BRD-K87875370	BRD-K87875370-001-01-6	LSM-44295	LSM-30919
BRD-K77958314	BRD-K77958314-001-01-1	LSM-44296	LSM-30949
BRD-K69758940	BRD-K69758940-001-01-7	LSM-44297	LSM-30968
BRD-K69330661	BRD-K69330661-001-01-2	LSM-44298	LSM-30975
BRD-K81246784	BRD-K81246784-001-01-6	LSM-44299	LSM-30988
BRD-K34942615	BRD-K34942615-001-01-3	LSM-44300	LSM-30995
BRD-K29744282	BRD-K29744282-001-01-2	LSM-44301	LSM-31000
BRD-K77210381	BRD-K77210381-001-01-5	LSM-44302	LSM-31003
BRD-K54505735	BRD-K54505735-001-01-8	LSM-44303	LSM-31009
BRD-K41714444	BRD-K41714444-001-01-4	LSM-44304	LSM-31020
BRD-K86143816	BRD-K86143816-001-01-2	LSM-44305	LSM-31022
BRD-K67978098	BRD-K67978098-001-01-3	LSM-44306	LSM-31026
BRD-K72942104	BRD-K72942104-001-01-4	LSM-44307	LSM-31033
BRD-K94634315	BRD-K94634315-001-01-6	LSM-44308	LSM-31038
BRD-K09144687	BRD-K09144687-001-01-0	LSM-44309	LSM-31055
BRD-K31210612	BRD-K31210612-001-02-9	LSM-44310	LSM-31057
BRD-K17315445	BRD-K17315445-001-01-9	LSM-44311	LSM-31059
BRD-K09788251	BRD-K09788251-001-01-0	LSM-44312	LSM-31068
BRD-K99111770	BRD-K99111770-001-01-8	LSM-44313	LSM-31072
BRD-K36325276	BRD-K36325276-001-01-9	LSM-44314	LSM-31073
BRD-K53343197	BRD-K53343197-001-01-6	LSM-44315	LSM-31075
BRD-K29148593	BRD-K29148593-001-01-0	LSM-44316	LSM-31085
BRD-K10639460	BRD-K10639460-001-01-9	LSM-44317	LSM-31090
BRD-K47887272	BRD-K47887272-001-01-9	LSM-44318	LSM-31092
BRD-K03546460	BRD-K03546460-001-01-5	LSM-44319	LSM-31103
BRD-K82571240	BRD-K82571240-001-01-4	LSM-44320	LSM-31104
BRD-K29371434	BRD-K29371434-001-01-1	LSM-44321	LSM-31105
BRD-K94802329	BRD-K94802329-001-01-3	LSM-44322	LSM-31107
BRD-K82948689	BRD-K82948689-001-01-2	LSM-44323	LSM-31113
BRD-K65587364	BRD-K65587364-001-01-1	LSM-44324	LSM-31117
BRD-K11873306	BRD-K11873306-001-01-1	LSM-44325	LSM-31136
BRD-K96604397	BRD-K96604397-001-01-8	LSM-44326	LSM-31137
BRD-K15045100	BRD-K15045100-001-01-0	LSM-44327	LSM-31150
BRD-K91548063	BRD-K91548063-001-01-5	LSM-44328	LSM-31161
BRD-K88702379	BRD-K88702379-001-01-2	LSM-44329	LSM-31162
BRD-K43390655	BRD-K43390655-001-01-5	LSM-44330	LSM-31164
BRD-K96970199	BRD-K96970199-001-01-3	LSM-44331	LSM-31179
BRD-K54332342	BRD-K54332342-001-01-2	LSM-44332	LSM-31180
BRD-K57969360	BRD-K57969360-001-01-5	LSM-44333	LSM-31192
BRD-K99962919	BRD-K99962919-001-01-6	LSM-44334	LSM-31195
BRD-K59913416	BRD-K59913416-001-01-5	LSM-44335	LSM-31196
BRD-K27011412	BRD-K27011412-001-01-1	LSM-44336	LSM-31202
BRD-K46401136	BRD-K46401136-001-01-6	LSM-44337	LSM-31205
BRD-K29771129	BRD-K29771129-001-05-3	LSM-44338	LSM-31213
BRD-K11307720	BRD-K11307720-001-05-9	LSM-44339	LSM-31233
BRD-K15343767	BRD-K15343767-001-06-2	LSM-44340	LSM-31236
BRD-A64985224	BRD-A64985224-001-05-1	LSM-44341	LSM-31248
BRD-K50718861	BRD-K50718861-001-06-6	LSM-44342	LSM-31253
BRD-K25746333	BRD-K25746333-001-05-1	LSM-44343	LSM-31280
BRD-K79204912	BRD-K79204912-001-05-5	LSM-44344	LSM-31286
BRD-K35879814	BRD-K35879814-001-06-4	LSM-44345	LSM-31288
BRD-K21784579	BRD-K21784579-001-06-7	LSM-44346	LSM-31312
BRD-K99650219	BRD-K99650219-001-07-1	LSM-44347	LSM-31322
BRD-A68123879	BRD-A68123879-001-05-3	LSM-44348	LSM-31349
BRD-K70408591	BRD-K70408591-001-05-9	LSM-44349	LSM-31358
BRD-K84517695	BRD-K84517695-001-05-6	LSM-44350	LSM-31369
BRD-K21982562	BRD-K21982562-001-05-8	LSM-44351	LSM-31382
BRD-K00505499	BRD-K00505499-001-06-8	LSM-44352	LSM-31416
BRD-K27221973	BRD-K27221973-001-06-6	LSM-44353	LSM-31419
BRD-K31466024	BRD-K31466024-001-05-2	LSM-44354	LSM-31431
BRD-A88381870	BRD-A88381870-001-05-2	LSM-44355	LSM-31444
BRD-K98189856	BRD-K98189856-001-05-3	LSM-44356	LSM-31445
BRD-M01343043	BRD-M01343043-001-05-4	LSM-44357	LSM-31452
BRD-K42453497	BRD-K42453497-001-05-5	LSM-44358	LSM-31454
BRD-K66912462	BRD-K66912462-001-04-5	LSM-44359	LSM-31457
BRD-K46970272	BRD-K46970272-001-07-1	LSM-44360	LSM-31469
BRD-K25517783	BRD-K25517783-001-09-3	LSM-44361	LSM-31472
BRD-K00877314	BRD-K00877314-001-05-6	LSM-44362	LSM-31489
BRD-K53821452	BRD-K53821452-001-06-0	LSM-44363	LSM-31501
BRD-K26786741	BRD-K26786741-001-05-2	LSM-44364	LSM-31508
BRD-K27120020	BRD-K27120020-001-05-5	LSM-44365	LSM-31847
BRD-K83189379	BRD-K83189379-001-05-8	LSM-44366	LSM-31852
BRD-K76617730	BRD-K76617730-001-05-1	LSM-44367	LSM-31869
BRD-K96284156	BRD-K96284156-001-05-1	LSM-44368	LSM-31910
BRD-K37532736	BRD-K37532736-001-06-2	LSM-44369	LSM-31912
BRD-K03549232	BRD-K03549232-001-06-5	LSM-44370	LSM-31919
BRD-K53456628	BRD-K53456628-001-07-2	LSM-44371	LSM-31930
BRD-K01142063	BRD-K01142063-001-05-7	LSM-44372	LSM-31932
BRD-K56149020	BRD-K56149020-001-05-8	LSM-44373	LSM-31945
BRD-K21695872	BRD-K21695872-001-05-1	LSM-44374	LSM-31954
BRD-K82216975	BRD-K82216975-001-05-8	LSM-44375	LSM-31964
BRD-K39597125	BRD-K39597125-001-11-2	LSM-44376	LSM-31975
BRD-K59386816	BRD-K59386816-001-05-1	LSM-44377	LSM-32003
BRD-K34974135	BRD-K34974135-001-06-6	LSM-44378	LSM-32009
BRD-K39543844	BRD-K39543844-001-05-8	LSM-44379	LSM-32010
BRD-K79521948	BRD-K79521948-001-05-0	LSM-44380	LSM-32014
BRD-K58498516	BRD-K58498516-001-05-8	LSM-44381	LSM-32020
BRD-K51956957	BRD-K51956957-001-05-8	LSM-44382	LSM-32074
BRD-K37331547	BRD-K37331547-001-05-0	LSM-44383	LSM-32076
BRD-K20016759	BRD-K20016759-001-05-9	LSM-44384	LSM-32117
BRD-K55286508	BRD-K55286508-001-06-8	LSM-44385	LSM-32128
BRD-K19817946	BRD-K19817946-001-05-7	LSM-44386	LSM-32143
BRD-K24523560	BRD-K24523560-001-05-9	LSM-44387	LSM-32150
BRD-K21125528	BRD-K21125528-001-05-7	LSM-44388	LSM-32157
BRD-K12306640	BRD-K12306640-001-05-7	LSM-44389	LSM-32177
BRD-A52377240	BRD-A52377240-001-05-5	LSM-44390	LSM-32212
BRD-A16119053	BRD-A16119053-001-05-2	LSM-44391	LSM-32222
BRD-K67478255	BRD-K67478255-001-05-4	LSM-44392	LSM-32228
BRD-A96537953	BRD-A96537953-001-04-2	LSM-44393	LSM-32233
BRD-K37019305	BRD-K37019305-001-05-3	LSM-44394	LSM-32259
BRD-K06250424	BRD-K06250424-001-06-5	LSM-44395	LSM-32267
BRD-K07706477	BRD-K07706477-001-06-1	LSM-44396	LSM-32269
BRD-K11757577	BRD-K11757577-001-05-9	LSM-44397	LSM-32288
BRD-K94992087	BRD-K94992087-001-05-5	LSM-44398	LSM-32291
BRD-K66675422	BRD-K66675422-001-05-4	LSM-44399	LSM-32321
BRD-K17956418	BRD-K17956418-001-05-4	LSM-44400	LSM-32322
BRD-K18600476	BRD-K18600476-001-06-4	LSM-44401	LSM-32347
BRD-K30173809	BRD-K30173809-001-10-6	LSM-44402	LSM-32366
BRD-K66434795	BRD-K66434795-001-05-5	LSM-44403	LSM-32407
BRD-K50721666	BRD-K50721666-001-06-7	LSM-44404	LSM-32409
BRD-K96560179	BRD-K96560179-001-05-7	LSM-44405	LSM-32411
BRD-K94629607	BRD-K94629607-001-05-4	LSM-44406	LSM-32419
BRD-K63743653	BRD-K63743653-001-06-1	LSM-44407	LSM-32427
BRD-K25107744	BRD-K25107744-001-05-9	LSM-44408	LSM-32452
BRD-K28365356	BRD-K28365356-001-05-9	LSM-44409	LSM-32456
BRD-K50476476	BRD-K50476476-001-06-8	LSM-44410	LSM-32481
BRD-K73822510	BRD-K73822510-001-06-4	LSM-44411	LSM-32518
BRD-K35940657	BRD-K35940657-001-05-6	LSM-44412	LSM-32520
BRD-K69489494	BRD-K69489494-001-05-0	LSM-44413	LSM-32538
BRD-A47846573	BRD-A47846573-001-06-2	LSM-44414	LSM-32546
BRD-K01944226	BRD-K01944226-001-06-8	LSM-44415	LSM-32582
BRD-K36226466	BRD-K36226466-001-05-0	LSM-44416	LSM-32597
BRD-A64301509	BRD-A64301509-001-05-7	LSM-44417	LSM-32607
BRD-K50629624	BRD-K50629624-001-05-5	LSM-44418	LSM-32609
BRD-K09332934	BRD-K09332934-001-05-3	LSM-44419	LSM-32637
BRD-K98453830	BRD-K98453830-001-05-4	LSM-44420	LSM-32653
BRD-A28482739	BRD-A28482739-001-05-2	LSM-44421	LSM-32669
BRD-K19565039	BRD-K19565039-001-08-4	LSM-44422	LSM-32680
BRD-K21553266	BRD-K21553266-001-05-6	LSM-44423	LSM-32685
BRD-A60726227	BRD-A60726227-001-05-0	LSM-44424	LSM-32701
BRD-K80567579	BRD-K80567579-001-05-6	LSM-44425	LSM-32737
BRD-A35673887	BRD-A35673887-001-05-7	LSM-44426	LSM-32738
BRD-K60300354	BRD-K60300354-001-06-5	LSM-44427	LSM-32740
BRD-K20830923	BRD-K20830923-001-05-4	LSM-44428	LSM-32765
BRD-K67195390	BRD-K67195390-001-05-0	LSM-44429	LSM-32778
BRD-K27430870	BRD-K27430870-001-07-5	LSM-44430	LSM-32780
