smCenterCompoundID	smCenterSampleID	smLincsID	previousSmLincsID	expunge
BRD-K29771129	BRD-K29771129-001-05-3	LSM-44338	LSM-31213	1
BRD-K11307720	BRD-K11307720-001-05-9	LSM-44339	LSM-31233	1
BRD-K15343767	BRD-K15343767-001-06-2	LSM-44340	LSM-31236	1
BRD-A64985224	BRD-A64985224-001-05-1	LSM-44341	LSM-31248	1
BRD-K50718861	BRD-K50718861-001-06-6	LSM-44342	LSM-31253	1
BRD-K25746333	BRD-K25746333-001-05-1	LSM-44343	LSM-31280	1
BRD-K79204912	BRD-K79204912-001-05-5	LSM-44344	LSM-31286	1
BRD-K35879814	BRD-K35879814-001-06-4	LSM-44345	LSM-31288	1
BRD-K21784579	BRD-K21784579-001-06-7	LSM-44346	LSM-31312	1
BRD-K99650219	BRD-K99650219-001-07-1	LSM-44347	LSM-31322	1
BRD-A68123879	BRD-A68123879-001-05-3	LSM-44348	LSM-31349	1
BRD-K70408591	BRD-K70408591-001-05-9	LSM-44349	LSM-31358	1
BRD-K84517695	BRD-K84517695-001-05-6	LSM-44350	LSM-31369	1
BRD-K21982562	BRD-K21982562-001-05-8	LSM-44351	LSM-31382	1
BRD-K00505499	BRD-K00505499-001-06-8	LSM-44352	LSM-31416	1
BRD-K27221973	BRD-K27221973-001-06-6	LSM-44353	LSM-31419	1
BRD-K31466024	BRD-K31466024-001-05-2	LSM-44354	LSM-31431	1
BRD-A88381870	BRD-A88381870-001-05-2	LSM-44355	LSM-31444	1
BRD-K98189856	BRD-K98189856-001-05-3	LSM-44356	LSM-31445	1
BRD-M01343043	BRD-M01343043-001-05-4	LSM-44357	LSM-31452	1
BRD-K42453497	BRD-K42453497-001-05-5	LSM-44358	LSM-31454	1
BRD-K66912462	BRD-K66912462-001-04-5	LSM-44359	LSM-31457	1
BRD-K46970272	BRD-K46970272-001-07-1	LSM-44360	LSM-31469	1
BRD-K25517783	BRD-K25517783-001-09-3	LSM-44361	LSM-31472	1
BRD-K00877314	BRD-K00877314-001-05-6	LSM-44362	LSM-31489	1
BRD-K53821452	BRD-K53821452-001-06-0	LSM-44363	LSM-31501	1
BRD-K26786741	BRD-K26786741-001-05-2	LSM-44364	LSM-31508	1
BRD-K27120020	BRD-K27120020-001-05-5	LSM-44365	LSM-31847	1
BRD-K83189379	BRD-K83189379-001-05-8	LSM-44366	LSM-31852	1
BRD-K76617730	BRD-K76617730-001-05-1	LSM-44367	LSM-31869	1
BRD-K96284156	BRD-K96284156-001-05-1	LSM-44368	LSM-31910	1
BRD-K37532736	BRD-K37532736-001-06-2	LSM-44369	LSM-31912	1
BRD-K03549232	BRD-K03549232-001-06-5	LSM-44370	LSM-31919	1
BRD-K53456628	BRD-K53456628-001-07-2	LSM-44371	LSM-31930	1
BRD-K01142063	BRD-K01142063-001-05-7	LSM-44372	LSM-31932	1
BRD-K56149020	BRD-K56149020-001-05-8	LSM-44373	LSM-31945	1
BRD-K21695872	BRD-K21695872-001-05-1	LSM-44374	LSM-31954	1
BRD-K82216975	BRD-K82216975-001-05-8	LSM-44375	LSM-31964	1
BRD-K39597125	BRD-K39597125-001-11-2	LSM-44376	LSM-31975	1
BRD-K59386816	BRD-K59386816-001-05-1	LSM-44377	LSM-32003	1
BRD-K34974135	BRD-K34974135-001-06-6	LSM-44378	LSM-32009	1
BRD-K39543844	BRD-K39543844-001-05-8	LSM-44379	LSM-32010	1
BRD-K79521948	BRD-K79521948-001-05-0	LSM-44380	LSM-32014	1
BRD-K58498516	BRD-K58498516-001-05-8	LSM-44381	LSM-32020	1
BRD-K51956957	BRD-K51956957-001-05-8	LSM-44382	LSM-32074	1
BRD-K37331547	BRD-K37331547-001-05-0	LSM-44383	LSM-32076	1
BRD-K20016759	BRD-K20016759-001-05-9	LSM-44384	LSM-32117	1
BRD-K55286508	BRD-K55286508-001-06-8	LSM-44385	LSM-32128	1
BRD-K19817946	BRD-K19817946-001-05-7	LSM-44386	LSM-32143	1
BRD-K24523560	BRD-K24523560-001-05-9	LSM-44387	LSM-32150	1
BRD-K21125528	BRD-K21125528-001-05-7	LSM-44388	LSM-32157	1
BRD-K12306640	BRD-K12306640-001-05-7	LSM-44389	LSM-32177	1
BRD-A52377240	BRD-A52377240-001-05-5	LSM-44390	LSM-32212	1
BRD-A16119053	BRD-A16119053-001-05-2	LSM-44391	LSM-32222	1
BRD-K67478255	BRD-K67478255-001-05-4	LSM-44392	LSM-32228	1
BRD-A96537953	BRD-A96537953-001-04-2	LSM-44393	LSM-32233	1
BRD-K37019305	BRD-K37019305-001-05-3	LSM-44394	LSM-32259	1
BRD-K06250424	BRD-K06250424-001-06-5	LSM-44395	LSM-32267	1
BRD-K07706477	BRD-K07706477-001-06-1	LSM-44396	LSM-32269	1
BRD-K11757577	BRD-K11757577-001-05-9	LSM-44397	LSM-32288	1
BRD-K94992087	BRD-K94992087-001-05-5	LSM-44398	LSM-32291	1
BRD-K66675422	BRD-K66675422-001-05-4	LSM-44399	LSM-32321	1
BRD-K17956418	BRD-K17956418-001-05-4	LSM-44400	LSM-32322	1
BRD-K18600476	BRD-K18600476-001-06-4	LSM-44401	LSM-32347	1
BRD-K30173809	BRD-K30173809-001-10-6	LSM-44402	LSM-32366	1
BRD-K66434795	BRD-K66434795-001-05-5	LSM-44403	LSM-32407	1
BRD-K50721666	BRD-K50721666-001-06-7	LSM-44404	LSM-32409	1
BRD-K96560179	BRD-K96560179-001-05-7	LSM-44405	LSM-32411	1
BRD-K94629607	BRD-K94629607-001-05-4	LSM-44406	LSM-32419	1
BRD-K63743653	BRD-K63743653-001-06-1	LSM-44407	LSM-32427	1
BRD-K25107744	BRD-K25107744-001-05-9	LSM-44408	LSM-32452	1
BRD-K28365356	BRD-K28365356-001-05-9	LSM-44409	LSM-32456	1
BRD-K50476476	BRD-K50476476-001-06-8	LSM-44410	LSM-32481	1
BRD-K73822510	BRD-K73822510-001-06-4	LSM-44411	LSM-32518	1
BRD-K35940657	BRD-K35940657-001-05-6	LSM-44412	LSM-32520	1
BRD-K69489494	BRD-K69489494-001-05-0	LSM-44413	LSM-32538	1
BRD-A47846573	BRD-A47846573-001-06-2	LSM-44414	LSM-32546	1
BRD-K01944226	BRD-K01944226-001-06-8	LSM-44415	LSM-32582	1
BRD-K36226466	BRD-K36226466-001-05-0	LSM-44416	LSM-32597	1
BRD-A64301509	BRD-A64301509-001-05-7	LSM-44417	LSM-32607	1
BRD-K50629624	BRD-K50629624-001-05-5	LSM-44418	LSM-32609	1
BRD-K09332934	BRD-K09332934-001-05-3	LSM-44419	LSM-32637	1
BRD-K98453830	BRD-K98453830-001-05-4	LSM-44420	LSM-32653	1
BRD-A28482739	BRD-A28482739-001-05-2	LSM-44421	LSM-32669	1
BRD-K19565039	BRD-K19565039-001-08-4	LSM-44422	LSM-32680	1
BRD-K21553266	BRD-K21553266-001-05-6	LSM-44423	LSM-32685	1
BRD-A60726227	BRD-A60726227-001-05-0	LSM-44424	LSM-32701	1
BRD-K80567579	BRD-K80567579-001-05-6	LSM-44425	LSM-32737	1
BRD-A35673887	BRD-A35673887-001-05-7	LSM-44426	LSM-32738	1
BRD-K60300354	BRD-K60300354-001-06-5	LSM-44427	LSM-32740	1
BRD-K20830923	BRD-K20830923-001-05-4	LSM-44428	LSM-32765	1
BRD-K67195390	BRD-K67195390-001-05-0	LSM-44429	LSM-32778	1
BRD-K27430870	BRD-K27430870-001-07-5	LSM-44430	LSM-32780	1
BRD-K83179299	BRD-K83179299-001-06-4	LSM-44431	LSM-32798	1
BRD-K13888520	BRD-K13888520-001-05-8	LSM-44432	LSM-32823	1
BRD-K79142977	BRD-K79142977-001-05-9	LSM-44433	LSM-32859	1
BRD-K23389508	BRD-K23389508-001-05-1	LSM-44434	LSM-32862	1
BRD-K84502236	BRD-K84502236-001-06-2	LSM-44435	LSM-32872	1
BRD-K64235646	BRD-K64235646-001-05-9	LSM-44436	LSM-32876	1
BRD-K26647922	BRD-K26647922-001-05-7	LSM-44437	LSM-32909	1
BRD-K84931071	BRD-K84931071-001-06-1	LSM-44438	LSM-32915	1
BRD-K54336972	BRD-K54336972-001-05-1	LSM-44439	LSM-32918	1
BRD-K36957463	BRD-K36957463-001-07-9	LSM-44440	LSM-32934	1
BRD-K61364657	BRD-K61364657-001-06-4	LSM-44441	LSM-32937	1
BRD-K01682574	BRD-K01682574-001-06-2	LSM-44442	LSM-32942	1
BRD-K71030558	BRD-K71030558-001-06-9	LSM-44443	LSM-32943	1
BRD-K02328763	BRD-K02328763-001-05-4	LSM-44444	LSM-32953	1
BRD-K67304645	BRD-K67304645-001-08-5	LSM-44445	LSM-32965	1
BRD-K66230433	BRD-K66230433-001-05-5	LSM-44446	LSM-32967	1
BRD-K47034629	BRD-K47034629-001-05-9	LSM-44447	LSM-32972	1
BRD-K60743244	BRD-K60743244-001-05-2	LSM-44448	LSM-32983	1
BRD-K22609774	BRD-K22609774-001-05-0	LSM-44449	LSM-32995	1
BRD-K10688179	BRD-K10688179-001-05-9	LSM-44450	LSM-33016	1
BRD-K50447468	BRD-K50447468-001-08-5	LSM-44451	LSM-33031	1
BRD-K13438055	BRD-K13438055-001-06-3	LSM-44452	LSM-33032	1
BRD-K73859343	BRD-K73859343-001-05-1	LSM-44453	LSM-33056	1
BRD-K63568016	BRD-K63568016-001-05-6	LSM-44454	LSM-33058	1
BRD-K69087429	BRD-K69087429-001-05-2	LSM-44455	LSM-33082	1
BRD-A20248179	BRD-A20248179-001-06-0	LSM-44456	LSM-33084	1
BRD-K70305913	BRD-K70305913-001-05-8	LSM-44457	LSM-33163	1
BRD-K40260328	BRD-K40260328-001-05-1	LSM-44458	LSM-33169	1
BRD-K08534346	BRD-K08534346-001-05-7	LSM-44459	LSM-33177	1
BRD-K04930806	BRD-K04930806-001-05-4	LSM-44460	LSM-33192	1
BRD-K57202089	BRD-K57202089-001-05-2	LSM-44461	LSM-33203	1
BRD-A19829191	BRD-A19829191-001-05-6	LSM-44462	LSM-33227	1
BRD-K24220535	BRD-K24220535-001-06-2	LSM-44463	LSM-33257	1
BRD-K53665750	BRD-K53665750-001-06-0	LSM-44464	LSM-33268	1
BRD-K16542972	BRD-K16542972-001-05-1	LSM-44465	LSM-33304	1
BRD-K16935435	BRD-K16935435-001-05-8	LSM-44466	LSM-33321	1
BRD-K76015448	BRD-K76015448-001-08-5	LSM-44467	LSM-33342	1
BRD-K15749522	BRD-K15749522-001-05-8	LSM-44468	LSM-33359	1
BRD-K11424490	BRD-K11424490-001-05-0	LSM-44469	LSM-33363	1
BRD-K04577896	BRD-K04577896-001-06-2	LSM-44470	LSM-33376	1
BRD-K90518221	BRD-K90518221-001-07-5	LSM-44471	LSM-33391	1
BRD-K14995049	BRD-K14995049-001-06-0	LSM-44472	LSM-33392	1
BRD-A68848060	BRD-A68848060-001-05-4	LSM-44473	LSM-33395	1
BRD-K55279790	BRD-K55279790-001-06-0	LSM-44474	LSM-33397	1
BRD-K22248919	BRD-K22248919-001-05-3	LSM-44475	LSM-33399	1
BRD-K59169222	BRD-K59169222-001-05-9	LSM-44476	LSM-33400	1
BRD-K18250782	BRD-K18250782-001-06-7	LSM-44477	LSM-33433	1
BRD-K16108472	BRD-K16108472-001-05-6	LSM-44478	LSM-33451	1
BRD-K08832724	BRD-K08832724-001-05-7	LSM-44479	LSM-33463	1
BRD-A76870824	BRD-A76870824-001-05-5	LSM-44480	LSM-33465	1
BRD-K74868855	BRD-K74868855-001-04-4	LSM-44481	LSM-33470	1
BRD-K01289574	BRD-K01289574-001-05-8	LSM-44482	LSM-33471	1
BRD-K81745870	BRD-K81745870-001-06-1	LSM-44483	LSM-33476	1
BRD-A83560897	BRD-A83560897-001-06-3	LSM-44484	LSM-33483	1
BRD-K20369200	BRD-K20369200-001-05-7	LSM-44485	LSM-33486	1
BRD-K68831164	BRD-K68831164-001-06-1	LSM-44486	LSM-33487	1
BRD-K90999759	BRD-K90999759-001-05-1	LSM-44487	LSM-33535	1
BRD-K57199154	BRD-K57199154-001-05-0	LSM-44488	LSM-33541	1
BRD-K77640302	BRD-K77640302-001-06-8	LSM-44489	LSM-33543	1
BRD-K86813828	BRD-K86813828-001-05-7	LSM-44490	LSM-33546	1
BRD-K66186275	BRD-K66186275-001-06-8	LSM-44491	LSM-33550	1
BRD-K31164336	BRD-K31164336-001-05-6	LSM-44492	LSM-33556	1
BRD-K13062210	BRD-K13062210-001-05-5	LSM-44493	LSM-33560	1
BRD-A52212205	BRD-A52212205-001-09-9	LSM-44494	LSM-33576	1
BRD-K48289919	BRD-K48289919-001-06-5	LSM-44495	LSM-33611	1
BRD-K73470065	BRD-K73470065-001-05-3	LSM-44496	LSM-33633	1
BRD-K80814897	BRD-K80814897-001-05-7	LSM-44497	LSM-33637	1
BRD-K78142829	BRD-K78142829-001-05-0	LSM-44498	LSM-33641	1
BRD-K27799165	BRD-K27799165-001-06-9	LSM-44499	LSM-33643	1
BRD-K25485767	BRD-K25485767-001-05-1	LSM-44500	LSM-33649	1
BRD-K02090812	BRD-K02090812-001-06-9	LSM-44501	LSM-34588	1
BRD-K34708533	BRD-K34708533-001-06-6	LSM-44502	LSM-34595	1
BRD-A20320131	BRD-A20320131-001-05-6	LSM-44503	LSM-34600	1
BRD-K36221820	BRD-K36221820-001-07-8	LSM-44504	LSM-34604	1
BRD-K98073502	BRD-K98073502-001-06-5	LSM-44505	LSM-34607	1
BRD-K91321179	BRD-K91321179-001-05-9	LSM-44506	LSM-34617	1
BRD-K86873914	BRD-K86873914-001-05-6	LSM-44507	LSM-34631	1
BRD-K76312695	BRD-K76312695-001-06-0	LSM-44508	LSM-34644	1
BRD-K64205686	BRD-K64205686-001-06-1	LSM-44509	LSM-34647	1
BRD-K80885084	BRD-K80885084-001-07-6	LSM-44510	LSM-34650	1
BRD-K12513553	BRD-K12513553-001-06-1	LSM-44511	LSM-34662	1
BRD-K79408225	BRD-K79408225-001-05-4	LSM-44512	LSM-34671	1
BRD-K31945831	BRD-K31945831-001-05-8	LSM-44513	LSM-34687	1
BRD-A21394172	BRD-A21394172-001-06-8	LSM-44514	LSM-34705	1
BRD-K31520182	BRD-K31520182-001-05-4	LSM-44515	LSM-34720	1
BRD-K10852405	BRD-K10852405-001-05-7	LSM-44516	LSM-34730	1
BRD-K36376089	BRD-K36376089-001-05-0	LSM-44517	LSM-34735	1
BRD-K18750949	BRD-K18750949-001-05-8	LSM-44518	LSM-34748	1
BRD-K46264154	BRD-K46264154-001-05-6	LSM-44519	LSM-34758	1
BRD-K12891884	BRD-K12891884-001-05-3	LSM-44520	LSM-34803	1
BRD-K52186758	BRD-K52186758-001-05-2	LSM-44521	LSM-34837	1
BRD-K56458402	BRD-K56458402-001-05-1	LSM-44522	LSM-34843	1
BRD-K48496310	BRD-K48496310-001-05-3	LSM-44523	LSM-34868	1
BRD-K03545839	BRD-K03545839-001-05-2	LSM-44524	LSM-34887	1
HMSL10363	HMSL10363-101-1	LSM-44525	LSM-36360	1
HMSL10046	HMSL10046-101	LSM-42781	LSM-1046	0
BRD-K76773351	BRD-K76773351-001-03-5	LSM-42785	LSM-1054	1
BRD-K59067695	BRD-K59067695-001-01-2	LSM-42791	LSM-1119	1
BRD-K73368362	BRD-K73368362-001-02-6	LSM-42797	LSM-1164	0
BRD-K73368362	BRD-K73368362-001-03-4	LSM-42797	LSM-1164	0
BRD-K02708799	BRD-K02708799-001-01-4	LSM-42799	LSM-1173	0
BRD-A05729358	BRD-A05729358-001-01-2	LSM-42813	LSM-1360	0
BRD-K55462201	BRD-K55462201-001-05-7	LSM-42909	LSM-2480	0
BRD-K67174588	BRD-K67174588-048-03-3	LSM-42974	LSM-3135	0
BRD-K67174588	BRD-K67174588-048-02-5	LSM-42974	LSM-3135	0
BRD-K88186167	BRD-K88186167-001-01-4	LSM-42999	LSM-3435	0
BRD-K14221870	BRD-K14221870-001-02-4	LSM-43060	LSM-4290	0
BRD-K57139258	BRD-K57139258-001-01-0	LSM-43186	LSM-5409	1
BRD-K76525302	BRD-K76525302-001-01-3	LSM-43321	LSM-6582	1
BRD-K70555272	BRD-K70555272-001-04-6	LSM-43347	LSM-6729	1
BRD-K41220170	BRD-K41220170-236-01-4	LSM-44528	LSM-36391	1
BRD-K62768020	BRD-K62768020-236-01-8	LSM-44529	LSM-36392	1
BRD-K17219111	BRD-K17219111-236-01-8	LSM-44530	LSM-36397	1
BRD-K17219111	BRD-K17219111-001-01-6	LSM-44530	LSM-36397	1
BRD-K55187425	BRD-K55187425-236-02-9	LSM-44531	LSM-36398	1
BRD-K10016611	BRD-K10016611-003-02-2	LSM-44532	LSM-36426	1
BRD-M86331534	BRD-M86331534-373-01-5	LSM-44533	LSM-36456	1
BRD-M86331534	BRD-M86331534-373-03-1	LSM-44533	LSM-36456	1
BRD-K23147993	BRD-K23147993-019-01-6	LSM-44534	LSM-36462	1
BRD-K00845702	BRD-K00845702-019-01-4	LSM-44534	LSM-36462	1
BRD-K95273033	BRD-K95273033-019-01-5	LSM-44535	LSM-36471	1
BRD-K04266880	BRD-K04266880-019-01-3	LSM-44535	LSM-36471	1
BRD-K06725890	BRD-K06725890-019-01-4	LSM-44536	LSM-36478	1
BRD-K67053230	BRD-K67053230-019-01-6	LSM-44537	LSM-36481	1
BRD-K09487323	BRD-K09487323-019-01-5	LSM-44537	LSM-36481	1
BRD-K11293573	BRD-K11293573-019-01-0	LSM-44538	LSM-36483	1
BRD-K69682028	BRD-K69682028-019-01-6	LSM-44539	LSM-36486	1
BRD-K12027235	BRD-K12027235-019-01-1	LSM-44539	LSM-36486	1
BRD-K14538540	BRD-K14538540-019-01-5	LSM-44540	LSM-36488	1
BRD-K12744550	BRD-K12744550-019-01-8	LSM-44540	LSM-36488	1
BRD-K99188848	BRD-K99188848-019-01-6	LSM-44541	LSM-36494	1
BRD-K15042749	BRD-K15042749-019-01-6	LSM-44541	LSM-36494	1
BRD-K33986184	BRD-K33986184-019-01-4	LSM-44542	LSM-36496	1
BRD-K16149111	BRD-K16149111-019-01-8	LSM-44542	LSM-36496	1
BRD-K72765192	BRD-K72765192-019-01-4	LSM-44543	LSM-36499	1
BRD-K16425675	BRD-K16425675-019-01-0	LSM-44543	LSM-36499	1
BRD-K72583129	BRD-K72583129-019-01-9	LSM-44544	LSM-36502	1
BRD-K18433151	BRD-K18433151-019-01-5	LSM-44544	LSM-36502	1
BRD-K24595067	BRD-K24595067-019-01-6	LSM-44545	LSM-36507	1
BRD-K20898254	BRD-K20898254-019-01-1	LSM-44545	LSM-36507	1
BRD-K54211867	BRD-K54211867-019-01-5	LSM-44546	LSM-36516	1
BRD-K25380480	BRD-K25380480-019-01-1	LSM-44546	LSM-36516	1
BRD-K80128321	BRD-K80128321-019-01-9	LSM-44547	LSM-36521	1
BRD-K28563387	BRD-K28563387-019-01-3	LSM-44547	LSM-36521	1
BRD-K72098339	BRD-K72098339-019-01-4	LSM-44548	LSM-36524	1
BRD-K30958256	BRD-K30958256-019-01-9	LSM-44548	LSM-36524	1
BRD-K31274539	BRD-K31274539-019-01-9	LSM-44549	LSM-36525	1
BRD-K92331543	BRD-K92331543-019-01-7	LSM-44550	LSM-36527	1
BRD-K32605960	BRD-K32605960-019-01-1	LSM-44550	LSM-36527	1
BRD-K82593502	BRD-K82593502-019-01-3	LSM-44551	LSM-36530	1
BRD-K34816161	BRD-K34816161-019-01-9	LSM-44551	LSM-36530	1
BRD-K83047454	BRD-K83047454-019-01-7	LSM-44552	LSM-36535	1
BRD-K37306336	BRD-K37306336-019-01-8	LSM-44552	LSM-36535	1
BRD-K38840910	BRD-K38840910-019-01-9	LSM-44553	LSM-36538	1
BRD-K37795473	BRD-K37795473-019-01-5	LSM-44553	LSM-36538	1
BRD-K61065740	BRD-K61065740-019-01-9	LSM-44554	LSM-36541	1
BRD-K40174747	BRD-K40174747-019-01-8	LSM-44554	LSM-36541	1
BRD-K83931007	BRD-K83931007-019-01-4	LSM-44555	LSM-36543	1
BRD-K41031205	BRD-K41031205-019-01-4	LSM-44555	LSM-36543	1
BRD-K56231599	BRD-K56231599-019-01-6	LSM-44556	LSM-36560	1
BRD-K52136013	BRD-K52136013-019-01-9	LSM-44556	LSM-36560	1
BRD-K60474245	BRD-K60474245-019-01-4	LSM-44557	LSM-36571	1
BRD-K97176469	BRD-K97176469-019-01-1	LSM-44558	LSM-36580	1
BRD-K68496959	BRD-K68496959-019-01-5	LSM-44558	LSM-36580	1
BRD-K91224798	BRD-K91224798-019-01-7	LSM-44559	LSM-36585	1
BRD-K76211354	BRD-K76211354-019-01-9	LSM-44559	LSM-36585	1
BRD-K79259704	BRD-K79259704-019-01-2	LSM-44560	LSM-36588	1
BRD-K90041565	BRD-K90041565-019-01-7	LSM-44561	LSM-36598	1
BRD-K07103434	BRD-K07103434-096-01-4	LSM-43350	LSM-36602	1
BRD-K08697762	BRD-K08697762-065-01-1	LSM-44562	LSM-36604	1
BRD-A11731846	BRD-A11731846-001-01-0	LSM-44563	LSM-36607	1
BRD-A22272113	BRD-A22272113-001-01-8	LSM-44564	LSM-36612	1
BRD-A41250203	BRD-A41250203-001-01-2	LSM-44565	LSM-36615	1
BRD-A43155244	BRD-A43155244-001-01-2	LSM-44566	LSM-36617	1
BRD-A43188678	BRD-A43188678-001-01-8	LSM-44567	LSM-36618	1
BRD-A63583287	BRD-A63583287-001-01-8	LSM-44568	LSM-36623	1
BRD-A71171460	BRD-A71171460-001-01-1	LSM-44569	LSM-36626	1
BRD-K05562558	BRD-K05562558-001-01-3	LSM-44570	LSM-36646	1
BRD-K10010115	BRD-K10010115-001-01-2	LSM-44571	LSM-36652	1
BRD-K15419449	BRD-K15419449-001-01-7	LSM-44572	LSM-36656	1
BRD-K25731886	BRD-K25731886-001-01-3	LSM-44573	LSM-36666	1
BRD-K35568648	BRD-K35568648-001-01-6	LSM-44574	LSM-36675	1
BRD-K41668190	BRD-K41668190-001-01-8	LSM-44575	LSM-36682	1
BRD-K51674646	BRD-K51674646-001-01-3	LSM-44576	LSM-36690	1
BRD-K55715339	BRD-K55715339-001-01-2	LSM-44577	LSM-36696	1
BRD-K56392985	BRD-K56392985-001-01-6	LSM-44578	LSM-36697	1
BRD-K60685007	BRD-K60685007-001-01-1	LSM-44579	LSM-36701	1
BRD-K61192129	BRD-K61192129-001-01-0	LSM-44580	LSM-36704	1
BRD-K66254772	BRD-K66254772-001-01-3	LSM-44581	LSM-36708	1
BRD-K69501658	BRD-K69501658-001-01-3	LSM-44582	LSM-36711	1
BRD-K72505034	BRD-K72505034-001-01-4	LSM-44583	LSM-36717	1
BRD-K75081836	BRD-K75081836-001-01-3	LSM-44584	LSM-36722	1
BRD-K80981391	BRD-K80981391-001-01-4	LSM-44585	LSM-36728	1
BRD-K82857306	BRD-K82857306-001-01-8	LSM-44586	LSM-36730	1
BRD-K83998179	BRD-K83998179-001-01-3	LSM-44587	LSM-36733	1
BRD-K84803513	BRD-K84803513-001-01-9	LSM-44588	LSM-36737	1
BRD-K86110682	BRD-K86110682-001-01-2	LSM-44589	LSM-36738	1
BRD-K86269644	BRD-K86269644-001-01-3	LSM-44590	LSM-36739	1
BRD-K86761848	BRD-K86761848-001-01-3	LSM-44591	LSM-36740	1
BRD-K87730440	BRD-K87730440-001-01-9	LSM-44592	LSM-36743	1
BRD-K88710727	BRD-K88710727-001-01-4	LSM-44593	LSM-36745	1
BRD-K89205986	BRD-K89205986-001-01-0	LSM-44594	LSM-36747	1
BRD-K90430314	BRD-K90430314-001-01-4	LSM-44595	LSM-36749	1
BRD-K95080859	BRD-K95080859-001-01-3	LSM-44596	LSM-36759	1
BRD-K98634983	BRD-K98634983-001-01-3	LSM-44597	LSM-36764	1
BRD-K11306851	BRD-K11306851-001-03-7	LSM-44598	LSM-36765	1
BRD-K14700434	BRD-K14700434-001-02-6	LSM-44599	LSM-36766	1
BRD-K16582605	BRD-K16582605-001-02-9	LSM-44600	LSM-36767	1
BRD-K19326298	BRD-K19326298-001-02-0	LSM-44601	LSM-36768	1
BRD-K25444257	BRD-K25444257-001-02-2	LSM-44602	LSM-36769	1
BRD-K37417543	BRD-K37417543-001-01-0	LSM-44603	LSM-36770	1
BRD-K45028728	BRD-K45028728-001-02-0	LSM-44604	LSM-36771	1
BRD-K55896799	BRD-K55896799-001-02-1	LSM-44605	LSM-36772	1
BRD-K58044374	BRD-K58044374-001-01-0	LSM-44606	LSM-36773	1
BRD-K58547375	BRD-K58547375-001-02-9	LSM-44607	LSM-36774	1
BRD-K73183319	BRD-K73183319-001-02-3	LSM-44608	LSM-36775	1
BRD-K90370028	BRD-K90370028-001-01-9	LSM-44609	LSM-36776	1
BRD-K91338578	BRD-K91338578-001-01-9	LSM-44610	LSM-36777	1
BRD-K92084213	BRD-K92084213-001-01-9	LSM-44611	LSM-36778	1
BRD-K03641750	BRD-K03641750-001-01-3	LSM-44612	LSM-36780	1
BRD-K46625679	BRD-K46625679-001-01-3	LSM-44613	LSM-36796	1
BRD-K69885235	BRD-K69885235-001-01-2	LSM-44614	LSM-36799	1
BRD-K18580829	BRD-K18580829-001-01-3	LSM-44615	LSM-36802	1
BRD-K60772276	BRD-K60772276-001-01-1	LSM-44616	LSM-36805	1
BRD-K95986273	BRD-K95986273-001-01-9	LSM-44617	LSM-36811	1
BRD-K99440638	BRD-K99440638-001-01-3	LSM-44618	LSM-36827	1
BRD-A14999564	BRD-A14999564-001-01-0	LSM-44619	LSM-36848	1
BRD-A15100685	BRD-A15100685-001-02-6	LSM-44620	LSM-36849	1
BRD-A31158127	BRD-A31158127-001-01-2	LSM-44621	LSM-36871	1
BRD-A33746814	BRD-A33746814-001-01-0	LSM-44622	LSM-36874	1
BRD-A50287119	BRD-A50287119-001-01-5	LSM-44623	LSM-36894	1
BRD-A56798952	BRD-A56798952-001-01-5	LSM-44624	LSM-36904	1
BRD-A57226833	BRD-A57226833-001-01-1	LSM-44625	LSM-36906	1
BRD-A66229260	BRD-A66229260-001-01-6	LSM-44626	LSM-36915	1
BRD-A69592287	BRD-A69592287-001-01-3	LSM-44627	LSM-36920	1
BRD-A70150975	BRD-A70150975-001-01-4	LSM-44628	LSM-36921	1
BRD-A72024019	BRD-A72024019-001-01-7	LSM-44629	LSM-36924	1
BRD-A78971512	BRD-A78971512-001-01-5	LSM-44630	LSM-36936	1
BRD-A84228258	BRD-A84228258-001-03-6	LSM-44631	LSM-36944	1
BRD-A94796533	BRD-A94796533-001-01-1	LSM-44632	LSM-36954	1
BRD-K03568070	BRD-K03568070-001-03-7	LSM-44633	LSM-36962	1
BRD-K08372451	BRD-K08372451-001-03-8	LSM-44634	LSM-36978	1
BRD-K18722736	BRD-K18722736-001-01-3	LSM-44635	LSM-37004	1
BRD-K19042873	BRD-K19042873-001-01-8	LSM-44636	LSM-37005	1
BRD-K20514654	BRD-K20514654-001-01-8	LSM-44637	LSM-37009	1
BRD-K22507586	BRD-K22507586-001-01-3	LSM-44638	LSM-37015	1
BRD-K31041191	BRD-K31041191-001-03-5	LSM-44639	LSM-37041	1
BRD-K32737443	BRD-K32737443-001-01-7	LSM-44640	LSM-37045	1
BRD-K35010406	BRD-K35010406-001-03-7	LSM-44641	LSM-37056	1
BRD-K41179159	BRD-K41179159-001-02-3	LSM-44642	LSM-37078	1
BRD-K41887956	BRD-K41887956-001-01-8	LSM-44643	LSM-37083	1
BRD-K45878950	BRD-K45878950-001-01-9	LSM-44644	LSM-37094	1
BRD-K46918889	BRD-K46918889-001-02-6	LSM-44645	LSM-37097	1
BRD-K48006774	BRD-K48006774-001-03-4	LSM-44646	LSM-37101	1
BRD-K49060658	BRD-K49060658-001-04-9	LSM-44647	LSM-37103	1
BRD-K51966546	BRD-K51966546-001-02-2	LSM-44648	LSM-37112	1
